seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5202	1	0.01	5000	0.75	f2	0.75	False	0.5334	possible_collapse	True	FP
5202	1	0.01	5000	0.75	f3	0.75	False	0.8969	consistent	False	TN
5202	1	0.01	5000	0.5	f1	0.5	True	0.2158	possible_collapse	True	TP
5202	1	0.01	5000	0.5	f2	0.5	True	0.3556	possible_collapse	True	TP
5202	1	0.01	5000	0.5	f3	0.5	True	0.5979	possible_collapse	True	TP
5202	1	0.01	5000	0.25	f1	0.25	True	0.109	possible_collapse	True	TP
5202	1	0.01	5000	0.25	f2	0.25	True	0.1778	possible_collapse	True	TP
5202	1	0.01	5000	0.25	f3	0.25	True	0.299	possible_collapse	True	TP
5202	1	0.01	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	1	0.01	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	1	0.01	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	5	0	5000	1	f1	1.0	False	0.6278	consistent	False	TN
5202	5	0	5000	1	f2	1.0	False	1.0605	consistent	False	TN
5202	5	0	5000	1	f3	1.0	False	1.0599	consistent	False	TN
5202	5	0	5000	0.75	f1	0.75	False	0.4716	possible_collapse	True	FP
5202	5	0	5000	0.75	f2	0.75	False	0.7954	consistent	False	TN
5202	5	0	5000	0.75	f3	0.75	False	0.7949	consistent	False	TN
5202	5	0	5000	0.5	f1	0.5	True	0.3154	possible_collapse	True	TP
5202	5	0	5000	0.5	f2	0.5	True	0.5302	possible_collapse	True	TP
5202	5	0	5000	0.5	f3	0.5	True	0.53	possible_collapse	True	TP
5202	5	0	5000	0.25	f1	0.25	True	0.1592	possible_collapse	True	TP
5202	5	0	5000	0.25	f2	0.25	True	0.2651	possible_collapse	True	TP
5202	5	0	5000	0.25	f3	0.25	True	0.265	possible_collapse	True	TP
5202	5	0	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	5	0	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	5	0	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	5	0.001	5000	1	f1	1.0	False	0.6398	consistent	False	TN
5202	5	0.001	5000	1	f2	1.0	False	1.0805	consistent	False	TN
5202	5	0.001	5000	1	f3	1.0	False	1.0805	consistent	False	TN
5202	5	0.001	5000	0.75	f1	0.75	False	0.4806	possible_collapse	True	FP
5202	5	0.001	5000	0.75	f2	0.75	False	0.8104	consistent	False	TN
5202	5	0.001	5000	0.75	f3	0.75	False	0.8104	consistent	False	TN
5202	5	0.001	5000	0.5	f1	0.5	True	0.3214	possible_collapse	True	TP
5202	5	0.001	5000	0.5	f2	0.5	True	0.5403	possible_collapse	True	TP
5202	5	0.001	5000	0.5	f3	0.5	True	0.5403	possible_collapse	True	TP
5202	5	0.001	5000	0.25	f1	0.25	True	0.1623	possible_collapse	True	TP
5202	5	0.001	5000	0.25	f2	0.25	True	0.2701	possible_collapse	True	TP
5202	5	0.001	5000	0.25	f3	0.25	True	0.2701	possible_collapse	True	TP
5202	5	0.001	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	5	0.001	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	5	0.001	5000	0	f3	0.0	True	0.0	reads_only	True	TP
