seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	assembly_fraction	family_id	true_assembly_bp	predicted_assembly_bp	overlap_bp	base_recall	base_precision	fragments	truth_fragments
5703	0.01	1	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5703	0.01	1	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5703	0.01	1	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5703	0.01	3	500	iid_base	0.9	1	f1	1220	1149	1149	0.9418032786885245	1.0	3	3
5703	0.01	3	500	iid_base	0.9	1	f2	13680	13663	13659	0.9984649122807018	0.9997072385274098	3	3
5703	0.01	3	500	iid_base	0.9	1	f3	84200	84168	84168	0.9996199524940618	1.0	3	3
5703	0.01	3	500	iid_base	0.9	0.75	f1	915	916	915	1.0	0.9989082969432315	3	3
5703	0.01	3	500	iid_base	0.9	0.75	f2	10260	10254	10250	0.9990253411306043	0.9996099083284572	3	3
5703	0.01	3	500	iid_base	0.9	0.75	f3	63150	63150	63150	1.0	1.0	3	3
5703	0.01	3	500	iid_base	0.9	0.5	f1	610	594	593	0.9721311475409836	0.9983164983164983	3	3
5703	0.01	3	500	iid_base	0.9	0.5	f2	6840	6844	6840	1.0	0.9994155464640561	3	3
5703	0.01	3	500	iid_base	0.9	0.5	f3	42100	42100	42100	1.0	1.0	3	3
5703	0.01	3	500	iid_base	0.9	0.25	f1	305	306	305	1.0	0.9967320261437909	3	3
5703	0.01	3	500	iid_base	0.9	0.25	f2	3420	3418	3414	0.9982456140350877	0.9988297249853716	3	3
5703	0.01	3	500	iid_base	0.9	0.25	f3	21050	21050	21050	1.0	1.0	3	3
5703	0.01	3	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5703	0.01	3	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5703	0.01	3	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5703	0.03	1	500	iid_base	0.9	1	f1	1220	1221	1220	1.0	0.9991809991809992	1	1
5703	0.03	1	500	iid_base	0.9	1	f2	13680	13680	13680	1.0	1.0	1	1
5703	0.03	1	500	iid_base	0.9	1	f3	84200	84182	84182	0.9997862232779098	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0.75	f1	915	916	915	1.0	0.9989082969432315	1	1
5703	0.03	1	500	iid_base	0.9	0.75	f2	10260	10260	10260	1.0	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0.75	f3	63150	63132	63132	0.9997149643705463	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0.5	f1	610	600	600	0.9836065573770492	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0.5	f2	6840	6840	6840	1.0	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0.5	f3	42100	42082	42082	0.9995724465558194	1.0	1	1
