seed	unit_substitution_rate	array_fragments	fragment_gap_bp	coverage	substitution_rate	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	assembly_predicted_bp	period	estimated_haploid_depth	method	read_estimated_copies	read_estimated_bp	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome	fit_status	decision_threshold
5401	0.01	1	500	5	0	0	f1	0.0	True	0.0	61	4.9975	single_k21	5.2026	317.3586	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0	0	f1	0.0	True	0.0	61	4.9975	multik_loglinear	6.2109076643908105	378.86536752783945	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0	f2	0.0	True	0.0	171	4.9975	single_k21	65.4329	11189.0259	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0	0	f2	0.0	True	0.0	171	4.9975	multik_loglinear	79.35545084182145	13569.782093951468	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0	f3	0.0	True	0.0	421	4.9975	single_k21	163.282	68741.72200000001	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0	0	f3	0.0	True	0.0	421	4.9975	multik_loglinear	199.33495763853105	83920.01716582157	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	1	f1	1.0	False	1221.0	61	4.9975	single_k21	5.2026	317.3586	3.847382739903692	possible_overexpansion	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	1	f1	1.0	False	1221.0	61	4.9975	multik_loglinear	6.177789325421043	376.8451488506836	3.2400576303658184	possible_overexpansion	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	1	f2	1.0	False	13656.0	171	4.9975	single_k21	63.8321	10915.2891	1.2510891717929853	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	1	f2	1.0	False	13656.0	171	4.9975	multik_loglinear	79.3046953376988	13561.102902746496	1.006997741845487	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	1	f3	1.0	False	84095.0	421	4.9975	single_k21	160.0804	67393.8484	1.2478141847735764	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	1	f3	1.0	False	84095.0	421	4.9975	multik_loglinear	199.2901557714907	83901.15557979759	1.0023103903499642	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.75	f1	0.75	False	916.0	61	4.9975	single_k21	5.2026	317.3586	2.886324807331517	possible_overexpansion	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.75	f1	0.75	False	916.0	61	4.9975	multik_loglinear	6.177789325421043	376.8451488506836	2.4307066252375837	possible_overexpansion	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.75	f2	0.75	False	10238.0	171	4.9975	single_k21	63.8321	10915.2891	0.9379504203878576	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.75	f2	0.75	False	10238.0	171	4.9975	multik_loglinear	79.3046953376988	13561.102902746496	0.7549533451240551	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.75	f3	0.75	False	63045.0	421	4.9975	single_k21	160.0804	67393.8484	0.9354711371550047	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.75	f3	0.75	False	63045.0	421	4.9975	multik_loglinear	199.2901557714907	83901.15557979759	0.751419924604477	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.5	f1	0.5	True	611.0	61	4.9975	single_k21	5.2026	317.3586	1.9252668747593416	possible_overexpansion	False	FN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.5	f1	0.5	True	611.0	61	4.9975	multik_loglinear	6.177789325421043	376.8451488506836	1.6213556201093489	possible_overexpansion	False	FN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.5	f2	0.5	True	0.0	171	4.9975	single_k21	63.8321	10915.2891	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.5	f2	0.5	True	0.0	171	4.9975	multik_loglinear	79.3046953376988	13561.102902746496	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.5	f3	0.5	True	41995.0	421	4.9975	single_k21	160.0804	67393.8484	0.6231280895364331	consistent	False	FN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.5	f3	0.5	True	41995.0	421	4.9975	multik_loglinear	199.2901557714907	83901.15557979759	0.5005294588589898	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.25	f1	0.25	True	306.0	61	4.9975	single_k21	5.2026	317.3586	0.9642089421871661	consistent	False	FN	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.25	f1	0.25	True	306.0	61	4.9975	multik_loglinear	6.177789325421043	376.8451488506836	0.8120046149811142	consistent	False	FN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.25	f2	0.25	True	0.0	171	4.9975	single_k21	63.8321	10915.2891	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.25	f2	0.25	True	0.0	171	4.9975	multik_loglinear	79.3046953376988	13561.102902746496	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0.25	f3	0.25	True	20883.0	421	4.9975	single_k21	160.0804	67393.8484	0.3098650766469659	possible_collapse	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0.25	f3	0.25	True	20883.0	421	4.9975	multik_loglinear	199.2901557714907	83901.15557979759	0.2489000283212831	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0.001	0	f1	0.0	True	0.0	61	4.9975	single_k21	5.2026	317.3586	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0.001	0	f1	0.0	True	0.0	61	4.9975	multik_loglinear	6.177789325421043	376.8451488506836	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
