seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5501	0.03	1	500	iid_base	0.9	5	0.01	5000	f1	20	3.8019	-0.809905	0.809905	2.001	4.6023	False	0.130065	8.004020100502514	-0.5997989949748743	-0.2101060050251257	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0.01	5000	f2	80	32.0161	-0.5997987499999999	0.5997987499999999	27.4138	37.0186	False	0.12006000000000001	76.82689118105145	-0.03966386023685686	-0.5601348897631431	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0.01	5000	f3	200	86.2433	-0.5687835	0.5687835	79.8401	93.2468	False	0.06703349999999993	199.36046336194033	-0.003197683190298335	-0.5655858168097017	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0	5000	f1	20	8.9545	-0.5522750000000001	0.5522750000000001	5.2526	11.6058	False	0.31766	17.75399909382981	-0.1123000453085096	-0.43997495469149045	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0	5000	f2	80	43.2717	-0.45910375	0.45910375	38.1191	49.725	False	0.14507374999999997	84.38010006171207	0.05475125077140088	-0.5138550007714009	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0	5000	f3	200	111.3559	-0.44322049999999996	0.44322049999999996	100.7006	119.7602	False	0.09529800000000002	208.68022744363145	0.04340113721815726	-0.4866216372181572	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0.001	5000	f1	20	8.9045	-0.554775	0.554775	5.1526	11.4057	False	0.312655	17.75399909382981	-0.1123000453085096	-0.4424749546914904	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0.001	5000	f2	80	42.1212	-0.473485	0.473485	37.4688	48.5744	False	0.13881999999999994	84.38010006171207	0.05475125077140088	-0.5282362507714009	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0.001	5000	f3	200	109.1048	-0.454476	0.454476	98.7496	117.509	False	0.09379699999999999	208.68022744363145	0.04340113721815726	-0.4978771372181573	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0.01	5000	f1	20	7.6038	-0.61981	0.61981	4.2521	9.5048	False	0.26263499999999995	17.75399909382981	-0.1123000453085096	-0.5075099546914904	diagnostic_kmer_10_90_spread_not_sampling_CI
