panel	dataset	metric	x	value	read_count
A	Full library (n=407,670)	length_bp	2.42	0.0008315549341379057	1
A	Full library (n=407,670)	length_bp	2.424	0.0008340078985453921	1
A	Full library (n=407,670)	length_bp	2.4250000000000003	0.0008364608629528786	1
A	Full library (n=407,670)	length_bp	2.428	0.000838913827360365	1
A	Full library (n=407,670)	length_bp	2.434	0.0008413667917678514	1
A	Full library (n=407,670)	length_bp	2.443	0.0008438197561753379	1
A	Full library (n=407,670)	length_bp	2.469	0.0008462727205828243	1
A	Full library (n=407,670)	length_bp	2.47	0.0008487256849903108	1
A	Full library (n=407,670)	length_bp	2.472	0.0008511786493977972	1
A	Full library (n=407,670)	length_bp	2.475	0.0008536316138052837	1
A	Full library (n=407,670)	length_bp	2.479	0.0008560845782127701	1
A	Full library (n=407,670)	length_bp	2.48	0.0008585375426202566	1
A	Full library (n=407,670)	length_bp	2.484	0.0008634434714352295	2
A	Full library (n=407,670)	length_bp	2.495	0.0008658964358427159	1
A	Full library (n=407,670)	length_bp	2.504	0.0008683494002502024	1
A	Full library (n=407,670)	length_bp	2.505	0.0008708023646576889	1
A	Full library (n=407,670)	length_bp	2.5060000000000002	0.0008732553290651753	1
A	Full library (n=407,670)	length_bp	2.507	0.0008757082934726618	1
A	Full library (n=407,670)	length_bp	2.5180000000000002	0.0008781612578801481	1
A	Full library (n=407,670)	length_bp	2.521	0.0008806142222876346	1
A	Full library (n=407,670)	length_bp	2.523	0.000883067186695121	1
A	Full library (n=407,670)	length_bp	2.524	0.0008855201511026075	1
A	Full library (n=407,670)	length_bp	2.531	0.0008879731155100939	1
A	Full library (n=407,670)	length_bp	2.533	0.0008904260799175804	1
A	Full library (n=407,670)	length_bp	2.5460000000000003	0.0008928790443250668	1
A	Full library (n=407,670)	length_bp	2.549	0.0008977849731400398	2
A	Full library (n=407,670)	length_bp	2.553	0.0009002379375475262	1
A	Full library (n=407,670)	length_bp	2.5540000000000003	0.0009026909019550127	1
A	Full library (n=407,670)	length_bp	2.556	0.0009051438663624991	1
A	Full library (n=407,670)	length_bp	2.563	0.0009075968307699856	1
A	Full library (n=407,670)	length_bp	2.565	0.000910049795177472	1
A	Full library (n=407,670)	length_bp	2.572	0.0009125027595849584	1
A	Full library (n=407,670)	length_bp	2.578	0.0009149557239924448	1
A	Full library (n=407,670)	length_bp	2.6	0.0009174086883999313	1
A	Full library (n=407,670)	length_bp	2.601	0.0009198616528074177	1
A	Full library (n=407,670)	length_bp	2.606	0.0009223146172149042	1
A	Full library (n=407,670)	length_bp	2.623	0.0009247675816223906	1
A	Full library (n=407,670)	length_bp	2.624	0.0009272205460298771	1
A	Full library (n=407,670)	length_bp	2.6270000000000002	0.00093212647484485	2
A	Full library (n=407,670)	length_bp	2.634	0.0009345794392523365	1
A	Full library (n=407,670)	length_bp	2.636	0.0009370324036598229	1
A	Full library (n=407,670)	length_bp	2.6390000000000002	0.0009394853680673094	1
A	Full library (n=407,670)	length_bp	2.64	0.0009419383324747958	1
A	Full library (n=407,670)	length_bp	2.645	0.0009443912968822823	1
A	Full library (n=407,670)	length_bp	2.6470000000000002	0.0009468442612897686	1
A	Full library (n=407,670)	length_bp	2.649	0.0009492972256972551	1
A	Full library (n=407,670)	length_bp	2.65	0.0009517501901047415	1
A	Full library (n=407,670)	length_bp	2.654	0.000954203154512228	1
A	Full library (n=407,670)	length_bp	2.6550000000000002	0.0009566561189197145	1
A	Full library (n=407,670)	length_bp	2.656	0.0009591090833272009	1
A	Full library (n=407,670)	length_bp	2.657	0.0009615620477346874	1
A	Full library (n=407,670)	length_bp	2.662	0.0009640150121421738	1
A	Full library (n=407,670)	length_bp	2.666	0.0009664679765496603	1
A	Full library (n=407,670)	length_bp	2.674	0.0009689209409571467	1
A	Full library (n=407,670)	length_bp	2.6790000000000003	0.0009713739053646332	1
A	Full library (n=407,670)	length_bp	2.688	0.0009762798341796061	2
A	Full library (n=407,670)	length_bp	2.698	0.0009787327985870925	1
A	Full library (n=407,670)	length_bp	2.7	0.0009811857629945788	1
A	Full library (n=407,670)	length_bp	2.701	0.0009836387274020655	1
A	Full library (n=407,670)	length_bp	2.711	0.0009860916918095518	1
A	Full library (n=407,670)	length_bp	2.712	0.0009885446562170382	1
A	Full library (n=407,670)	length_bp	2.736	0.0009909976206245248	1
A	Full library (n=407,670)	length_bp	2.742	0.0009959035494394976	2
A	Full library (n=407,670)	length_bp	2.744	0.000998356513846984	1
A	Full library (n=407,670)	length_bp	2.745	0.0010008094782544706	1
A	Full library (n=407,670)	length_bp	2.755	0.001003262442661957	1
A	Full library (n=407,670)	length_bp	2.781	0.0010057154070694434	1
A	Full library (n=407,670)	length_bp	2.789	0.0010081683714769298	1
A	Full library (n=407,670)	length_bp	2.795	0.0010106213358844164	1
A	Full library (n=407,670)	length_bp	2.806	0.0010155272646993892	2
A	Full library (n=407,670)	length_bp	2.813	0.0010179802291068758	1
A	Full library (n=407,670)	length_bp	2.822	0.0010204331935143621	1
A	Full library (n=407,670)	length_bp	2.835	0.0010228861579218485	1
A	Full library (n=407,670)	length_bp	2.851	0.001025339122329335	1
A	Full library (n=407,670)	length_bp	2.859	0.001030245051144308	2
A	Full library (n=407,670)	length_bp	2.874	0.0010326980155517943	1
A	Full library (n=407,670)	length_bp	2.8850000000000002	0.0010351509799592807	1
A	Full library (n=407,670)	length_bp	2.899	0.00104250987318174	3
A	Full library (n=407,670)	length_bp	2.904	0.0010449628375892267	1
A	Full library (n=407,670)	length_bp	2.912	0.001047415801996713	1
A	Full library (n=407,670)	length_bp	2.9130000000000003	0.0010498687664041995	1
A	Full library (n=407,670)	length_bp	2.916	0.0010523217308116858	1
A	Full library (n=407,670)	length_bp	2.928	0.0010547746952191725	1
A	Full library (n=407,670)	length_bp	2.9330000000000003	0.0010596806240341452	2
A	Full library (n=407,670)	length_bp	2.934	0.0010645865528491182	2
A	Full library (n=407,670)	length_bp	2.945	0.0010670395172566046	1
A	Full library (n=407,670)	length_bp	2.952	0.001069492481664091	1
A	Full library (n=407,670)	length_bp	2.953	0.0010719454460715776	1
A	Full library (n=407,670)	length_bp	2.955	0.001074398410479064	1
A	Full library (n=407,670)	length_bp	2.974	0.0010768513748865504	1
A	Full library (n=407,670)	length_bp	2.989	0.0010842102681090098	3
A	Full library (n=407,670)	length_bp	2.99	0.0010866632325164962	1
A	Full library (n=407,670)	length_bp	2.993	0.0010891161969239825	1
A	Full library (n=407,670)	length_bp	2.994	0.0010915691613314692	1
A	Full library (n=407,670)	length_bp	2.999	0.0010940221257389555	1
A	Full library (n=407,670)	length_bp	3.017	0.001096475090146442	1
A	Full library (n=407,670)	length_bp	3.029	0.0010989280545539283	1
